,n,m,k,GPMC_blame_ot,GPMC_blame_mt,GPMC_mod_blame_ot,GPMC_mod_blame_mt,GPMC_influence_ot,GPMC_influence_mt,BDD_blame_ot,BDD_blame_mt,BDD_mod_blame_ot,BDD_mod_blame_mt,BDD_influence_ot,BDD_influence_mt,BDD_dominating_cgm_ot,BDD_dominating_cgm_mt
1064,43,129,3,,,,,219.04397010803223,217.4925804138184,,,,,,,,
1065,43,129,3,,,,,214.1213417053223,212.5704288482666,,,,,,,,
1066,43,129,3,,,,,215.4879570007324,213.9618396759033,,,,,,,,
1067,43,129,3,,,,,216.9504165649414,215.4402732849121,,,,,,,,
1068,43,129,3,,,,,223.2518196105957,221.0090160369873,,,,,,,,
1069,43,129,3,,,,,223.04248809814453,221.4527130126953,,,,,,,,
1070,43,129,3,,,,,217.5910472869873,215.855360031128,,,,,,,,
1071,43,129,3,,,,,220.63374519348145,219.0849781036377,,,,,,,,
1072,43,129,3,,,,,214.8351669311524,213.16242218017567,,,,,,,,
1073,43,129,3,,,,,217.11134910583496,215.5616283416748,,,,,,,,
1074,43,129,3,,,,,221.1964130401612,219.62428092956543,,,,,,,,
1075,43,129,3,,,,,229.5553684234619,227.97918319702148,,,,,,,,
1076,46,138,3,,,,,,,,,,,1580.780029296875,17.942428588867188,,
1077,46,138,3,,,,,,,,,,,6222.594499588013,47.65462875366211,,
1078,46,138,3,,,,,,,,,,,4215.834856033325,10.6201171875,,
1079,46,138,3,,,,,,,,,,,784.163236618042,6.866216659545898,,
1080,46,138,3,,,,,,,,,,,1591.4387702941897,6.854772567749023,,
1081,46,138,3,,,,,,,,,,,1401.3314247131348,1.19781494140625,,
1082,46,138,3,,,,,,,,,,,2797.121047973633,4.29534912109375,,
1083,46,138,3,,,,,,,,,,,3383.797168731689,1.8925666809082031,,
1084,46,138,3,,,,,,,,,,,1396.8706130981443,7.973194122314453,,
1085,46,138,3,,,,,,,,,,,1484.513521194458,19.20318603515625,,
1086,46,138,3,,,,,,,,,,,1091.782569885254,28.486251831054688,,
1087,46,138,3,,,,,,,,,,,1872.9126453399656,18.781661987304688,,
1088,46,138,3,,,,,,,,,,,980.909824371338,0.6468296051025391,,
1089,46,138,3,,,,,,,,,,,3642.759084701538,29.474973678588867,,
1090,46,138,3,,,,,,,,,,,1524.4710445404053,9.302854537963867,,
1091,46,138,3,,,,,,,,,,,,,2608.587741851806,740.7674789428711
1092,46,138,3,,,,,,,,,,,,,19519.4411277771,13786.924123764038
1093,46,138,3,,,,,,,,,,,,,2589.258909225464,0.0119209289550781
1094,46,138,3,,,,,,,,,,,,,1529.564619064331,660.9804630279541
1095,46,138,3,,,,,,,,,,,,,2932.826042175293,1209.8495960235596
1096,46,138,3,,,,,,,,,,,,,1503.0930042266846,88.58084678649902
1097,46,138,3,,,,,,,,,,,,,3146.6989517211914,357.2542667388916
1098,46,138,3,,,,,,,,,,,,,1281.3818454742432,108.94179344177246
1099,46,138,3,,,,,,,,,,,,,2059.932231903076,513.803243637085
1100,46,138,3,,,,,,,,,,,,,3429.00013923645,1744.6892261505127
1101,46,138,3,,,,,,,,,,,,,4596.499443054199,3294.010162353516
1102,46,138,3,,,,,,,,,,,,,3797.752141952514,1827.1636962890625
1103,46,138,3,,,,,,,,,,,,,1165.5747890472412,36.59343719482422
1104,46,138,3,,,,,,,,,,,,,6631.591558456421,2783.501386642456
1105,46,138,3,,,,,,,,,,,,,3521.583080291748,1891.8545246124268
1106,46,138,3,,,,,228.97028923034668,227.39934921264648,,,,,,,,
1107,46,138,3,,,,,238.6612892150879,237.08438873291016,,,,,,,,
1108,46,138,3,,,,,234.7931861877441,233.1690788269043,,,,,,,,
1109,46,138,3,,,,,224.23601150512687,222.2814559936524,,,,,,,,
1110,46,138,3,,,,,222.7811813354492,221.10843658447263,,,,,,,,
1111,46,138,3,,,,,221.59290313720703,219.88630294799805,,,,,,,,
1112,46,138,3,,,,,224.95293617248527,223.252534866333,,,,,,,,
1113,46,138,3,,,,,229.57444190979004,227.7817726135254,,,,,,,,
1114,46,138,3,,,,,226.7086505889893,224.9605655670166,,,,,,,,
1115,46,138,3,,,,,249.08757209777832,247.37095832824707,,,,,,,,
1116,46,138,3,,,,,258.97741317749023,257.26962089538574,,,,,,,,
1117,46,138,3,,,,,243.32380294799805,241.54353141784668,,,,,,,,
1118,46,138,3,,,,,221.41766548156733,219.6762561798096,,,,,,,,
1119,46,138,3,,,,,242.9797649383545,241.1596775054932,,,,,,,,
1120,46,138,3,,,,,238.55185508728027,236.76323890686035,,,,,,,,
1121,49,147,3,,,,,,,,,,,2719.911575317383,1.328229904174805,,
1122,49,147,3,,,,,,,,,,,2825.331211090088,1.9869804382324217,,
1123,49,147,3,,,,,,,,,,,6144.242286682129,13.994693756103516,,
1124,49,147,3,,,,,,,,,,,6648.642778396606,2.954721450805664,,
1125,49,147,3,,,,,,,,,,,10977.786540985107,42.05632209777832,,
1126,49,147,3,,,,,,,,,,,3303.1210899353027,31.871795654296875,,
1127,49,147,3,,,,,,,,,,,10505.407333374023,27.801513671875,,
1128,49,147,3,,,,,,,,,,,14787.603616714478,29.857635498046875,,
1129,49,147,3,,,,,,,,,,,1180.2864074707031,5.9146881103515625,,
1130,49,147,3,,,,,,,,,,,1958.7888717651367,7.131099700927734,,
1131,49,147,3,,,,,,,,,,,7989.190340042114,22.54962921142578,,
1132,49,147,3,,,,,,,,,,,7399.980545043945,38.37108612060547,,
1133,49,147,3,,,,,,,,,,,4834.685802459717,50.939321517944336,,
1134,49,147,3,,,,,,,,,,,9347.475290298462,43.37167739868164,,
1135,49,147,3,,,,,,,,,,,3883.490562438965,22.33505249023437,,
1136,49,147,3,,,,,,,,,,,,,4009.268999099731,98.66452217102052
1137,49,147,3,,,,,,,,,,,,,3122.4310398101807,188.0648136138916
1138,49,147,3,,,,,,,,,,,,,7051.064014434814,1434.0808391571045
1139,49,147,3,,,,,,,,,,,,,5279.891729354858,210.05868911743164
1140,49,147,3,,,,,,,,,,,,,19874.353647232056,13989.789485931396
1141,49,147,3,,,,,,,,,,,,,7915.124177932739,4522.187948226929
1142,49,147,3,,,,,,,,,,,,,13152.520418167114,2695.793390274048
1143,49,147,3,,,,,,,,,,,,,10590.47245979309,2295.077323913574
1144,49,147,3,,,,,,,,,,,,,1797.616481781006,495.7785606384277
1145,49,147,3,,,,,,,,,,,,,2366.403579711914,308.7038993835449
1146,49,147,3,,,,,,,,,,,,,11469.167232513428,2868.856191635132
1147,49,147,3,,,,,,,,,,,,,10829.118967056274,3306.743621826172
1148,49,147,3,,,,,,,,,,,,,8722.806930541992,4048.6631393432617
1149,49,147,3,,,,,,,,,,,,,16197.48592376709,5693.438768386841
1150,49,147,3,,,,,,,,,,,,,5965.27886390686,1740.2396202087402
1151,49,147,3,,,,,263.71192932128906,261.98744773864746,,,,,,,,
1152,49,147,3,,,,,236.76156997680664,234.8942756652832,,,,,,,,
1153,49,147,3,,,,,246.2058067321777,244.46916580200195,,,,,,,,
1154,49,147,3,,,,,244.6732521057129,242.85173416137687,,,,,,,,
1155,49,147,3,,,,,248.6414909362793,246.7358112335205,,,,,,,,
1156,49,147,3,,,,,268.3534622192383,266.4918899536133,,,,,,,,
1157,49,147,3,,,,,245.5601692199707,243.6013221740723,,,,,,,,
1158,49,147,3,,,,,254.605770111084,252.7599334716797,,,,,,,,
1159,49,147,3,,,,,264.18495178222656,262.30382919311523,,,,,,,,
1160,49,147,3,,,,,244.0285682678223,242.0015335083008,,,,,,,,
1161,49,147,3,,,,,251.82366371154785,249.93538856506348,,,,,,,,
1162,49,147,3,,,,,270.4110145568848,268.5072422027588,,,,,,,,
1163,49,147,3,,,,,259.54270362854004,257.68303871154785,,,,,,,,
1164,49,147,3,,,,,269.32501792907715,267.5008773803711,,,,,,,,
1165,49,147,3,,,,,263.8895511627197,261.9974613189697,,,,,,,,
1166,52,156,3,,,,,,,,,,,27502.285718917847,23.09894561767578,,
1167,52,156,3,,,,,,,,,,,13730.835437774658,23.48780632019043,,
1168,52,156,3,,,,,,,,,,,21713.330030441284,17.349958419799805,,
1169,52,156,3,,,,,,,,,,,18224.772691726685,16.31474494934082,,
1170,52,156,3,,,,,,,,,,,14238.464832305908,62.9270076751709,,
1171,52,156,3,,,,,,,,,,,15738.34753036499,46.64969444274902,,
1172,52,156,3,,,,,,,,,,,9086.708307266235,19.935131072998047,,
1173,52,156,3,,,,,,,,,,,42607.6865196228,37.58668899536133,,
1174,52,156,3,,,,,,,,,,,18770.88594436645,37.30034828186035,,
1175,52,156,3,,,,,,,,,,,17358.458518981934,50.383806228637695,,
1176,52,156,3,,,,,,,,,,,9742.01774597168,47.54757881164551,,
1177,52,156,3,,,,,,,,,,,7585.44921875,9.137868881225586,,
1178,52,156,3,,,,,,,,,,,8674.963235855103,22.25661277770996,,
1179,52,156,3,,,,,,,,,,,12196.407318115234,55.35411834716797,,
1180,52,156,3,,,,,,,,,,,16111.612558364868,11.683225631713867,,
1181,52,156,3,,,,,,,,,,,61230.50451278687,13.358592987060549,,
1182,52,156,3,,,,,,,,,,,16615.044593811035,40.44866561889648,,
1183,52,156,3,,,,,,,,,,,14154.964685440063,14.256954193115234,,
1184,52,156,3,,,,,,,,,,,55330.26576042175,52.92057991027832,,
1185,52,156,3,,,,,,,,,,,8568.70412826538,14.078140258789062,,
1186,52,156,3,,,,,,,,,,,14554.61359024048,45.29953002929688,,
1187,52,156,3,,,,,,,,,,,43096.61626815796,15.775680541992188,,
1188,52,156,3,,,,,,,,,,,26658.37597846985,3.3066272735595703,,
1189,52,156,3,,,,,,,,,,,4914.777040481567,11.425018310546877,,
1190,52,156,3,,,,,,,,,,,4623.073101043701,2.93731689453125,,
1191,52,156,3,,,,,,,,,,,9432.026147842407,33.95819664001465,,
1192,52,156,3,,,,,,,,,,,10725.786924362184,43.20931434631348,,
1193,52,156,3,,,,,,,,,,,20544.65699195861,27.677536010742188,,
1194,52,156,3,,,,,,,,,,,19186.05875968933,37.57739067077637,,
1195,52,156,3,,,,,,,,,,,,,27118.44134330749,1662.337303161621
1196,52,156,3,,,,,,,,,,,,,3739.47811126709,340.8203125
1197,52,156,3,,,,,,,,,,,,,20952.539443969727,1024.9149799346924
1198,52,156,3,,,,,,,,,,,,,20328.49359512329,86.82537078857422
1199,52,156,3,,,,,,,,,,,,,19557.01780319214,3587.7599716186523
1200,52,156,3,,,,,,,,,,,,,11509.53459739685,912.7962589263916
1201,52,156,3,,,,,,,,,,,,,38810.65201759338,13818.55821609497
1202,52,156,3,,,,,,,,,,,,,23410.58826446533,1170.8943843841553
1203,52,156,3,,,,,,,,,,,,,22896.22974395752,3736.51123046875
1204,52,156,3,,,,,,,,,,,,,12278.369903564451,2060.24169921875
1205,52,156,3,,,,,,,,,,,,,7068.833589553833,1519.9437141418457
1206,52,156,3,,,,,,,,,,,,,19092.525243759155,4916.411399841309
1207,52,156,3,,,,,,,,,,,,,41295.82953453064,4484.220743179321
1208,52,156,3,,,,,,,,,,,,,14832.228660583496,3079.7195434570312
1209,52,156,3,,,,,,,,,,,,,7271.11291885376,393.8930034637451
1210,52,156,3,,,,,,,,,,,,,5215.790748596191,37.71734237670898
1211,52,156,3,,,,,,,,,,,,,15727.638959884644,1986.2821102142327
1212,52,156,3,,,,,,,,,,,,,11294.030666351318,2755.159616470337
1213,52,156,3,,,,,,,,,,,,,8903.75304222107,891.8139934539795
1214,52,156,3,,,,,,,,,,,,,10489.675760269163,268.24164390563965
1215,52,156,3,,,,,,,,,,,,,7721.454858779907,3925.978422164917
1216,52,156,3,,,,,,,,,,,,,29482.14077949524,3478.3689975738525
1217,52,156,3,,,,,,,,,,,,,13265.509128570557,2331.176280975342
1218,52,156,3,,,,,,,,,,,,,15853.484630584717,5528.078556060791
1219,52,156,3,,,,,,,,,,,,,7974.544525146484,1939.8999214172363
1220,52,156,3,,,,,,,,,,,,,10634.190082550049,3574.177026748657
1221,52,156,3,,,,,,,,,,,,,22036.788940429688,532.0236682891846
1222,52,156,3,,,,,,,,,,,,,7951.01523399353,1145.9825038909912
1223,52,156,3,,,,,269.442081451416,267.3773765563965,,,,,,,,
1224,52,156,3,,,,,238.8942241668701,237.07246780395508,,,,,,,,
1225,52,156,3,,,,,267.7581310272217,265.74110984802246,,,,,,,,
1226,52,156,3,,,,,275.9554386138916,273.6372947692871,,,,,,,,
1227,52,156,3,,,,,269.8330879211426,267.8866386413574,,,,,,,,
1228,52,156,3,,,,,269.5810794830322,267.5952911376953,,,,,,,,
1229,52,156,3,,,,,266.05820655822754,264.0078067779541,,,,,,,,
1230,52,156,3,,,,,277.9216766357422,275.9747505187988,,,,,,,,
1231,52,156,3,,,,,275.06422996521,272.9449272155762,,,,,,,,
1232,52,156,3,,,,,277.8818607330322,275.6390571594238,,,,,,,,
1233,52,156,3,,,,,287.74213790893555,285.70032119750977,,,,,,,,
1234,52,156,3,,,,,268.2502269744873,266.25585556030273,,,,,,,,
1235,52,156,3,,,,,279.8471450805664,277.82678604125977,,,,,,,,
1236,52,156,3,,,,,259.4277858734131,257.448673248291,,,,,,,,
1237,52,156,3,,,,,263.48423957824707,261.4583969116211,,,,,,,,
1238,10,30,3,,,,,,,,,,,,,1.4052391052246094,0.5037784576416016
1239,10,30,3,,,,,,,,,,,,,0.995635986328125,0.4041194915771484
1240,10,30,3,,,,,,,,,,,,,1.0476112365722656,0.396728515625
1241,10,30,3,,,,,,,,,,,,,0.9963512420654296,0.3859996795654297
1242,10,30,3,,,,,,,,,,,,,0.9768009185791016,0.3824234008789062
1243,10,30,3,,,,,,,,,,,,,0.9834766387939452,0.3817081451416015
1244,10,30,3,,,,,,,,,,,,,1.1065006256103516,0.518798828125
1245,10,30,3,,,,,,,,,,,,,0.6663799285888672,0.120401382446289
1246,10,30,3,,,,,,,,,,,,,0.8192062377929688,0.209808349609375
1247,10,30,3,,,,,,,,,,,,,1.2018680572509766,0.6117820739746094
1248,10,30,3,,,,,,,,,,,,,1.1234283447265625,0.4916191101074219
1249,10,30,3,,,,,,,,,,,,,0.946044921875,0.0803470611572265
1250,10,30,3,,,,,,,,,,,,,0.7090568542480469,0.1535415649414062
1251,10,30,3,,,,,,,,,,,,,0.7472038269042969,0.1883506774902343
1252,10,30,3,,,,,,,,,,,,,0.9458065032958984,0.3397464752197265
1253,10,30,3,,,,,,,4.0149688720703125,3.2668113708496094,,,,,,
1254,10,30,3,,,,,,,4.759550094604492,4.217863082885742,,,,,,
1255,10,30,3,,,,,,,4.404067993164063,3.9222240447998047,,,,,,
1256,10,30,3,,,,,,,4.223346710205078,3.698587417602539,,,,,,
1257,10,30,3,,,,,,,4.112005233764648,3.591299057006836,,,,,,
1258,10,30,3,,,,,,,3.672361373901367,3.1604766845703125,,,,,,
1259,10,30,3,,,,,,,4.48918342590332,3.9734840393066406,,,,,,
1260,10,30,3,,,,,,,4.485845565795898,3.968477249145508,,,,,,
1261,10,30,3,,,,,,,3.9832592010498047,3.257274627685547,,,,,,
1262,10,30,3,,,,,,,4.1141510009765625,3.615140914916992,,,,,,
1263,10,30,3,,,,,,,4.484891891479492,3.953218460083008,,,,,,
1264,10,30,3,,,,,,,4.755973815917969,4.265546798706055,,,,,,
1265,10,30,3,,,,,,,4.487037658691406,3.958940505981445,,,,,,
1266,10,30,3,,,,,,,3.60107421875,3.087997436523437,,,,,,
1267,10,30,3,,,,,,,4.355907440185547,3.857135772705078,,,,,,
1268,10,30,3,,,,,,,,,1.850128173828125,1.1506080627441406,,,,
1269,10,30,3,,,,,,,,,2.341747283935547,1.7116069793701172,,,,
1270,10,30,3,,,,,,,,,1.8901824951171875,1.4019012451171875,,,,
1271,10,30,3,,,,,,,,,2.0895004272460938,1.5213489532470703,,,,
1272,10,30,3,,,,,,,,,2.0437240600585938,1.5349388122558594,,,,
1273,10,30,3,,,,,,,,,2.134561538696289,1.6198158264160156,,,,
1274,10,30,3,,,,,,,,,2.105712890625,1.596212387084961,,,,
1275,10,30,3,,,,,,,,,2.4178028106689453,1.9106864929199217,,,,
1276,10,30,3,,,,,,,,,1.5697479248046875,1.085042953491211,,,,
1277,10,30,3,,,,,,,,,1.7974376678466797,1.2929439544677734,,,,
1278,10,30,3,,,,,,,,,2.1963119506835938,1.2156963348388672,,,,
1279,10,30,3,,,,,,,,,2.408266067504883,1.8949508666992188,,,,
1280,10,30,3,,,,,,,,,2.220630645751953,1.6994476318359375,,,,
1281,10,30,3,,,,,,,,,1.8262863159179688,1.326799392700195,,,,
1282,10,30,3,,,,,,,,,2.1066665649414062,1.5842914581298828,,,,
1283,10,30,3,,,,,,,,,,,0.7462501525878906,0.0491142272949218,,
1284,10,30,3,,,,,,,,,,,0.6098747253417969,0.0584125518798828,,
1285,10,30,3,,,,,,,,,,,0.537872314453125,0.0560283660888671,,
1286,10,30,3,,,,,,,,,,,0.5922317504882812,0.0574588775634765,,
1287,10,30,3,,,,,,,,,,,0.5626678466796875,0.057220458984375,,
1288,10,30,3,,,,,,,,,,,0.5550384521484375,0.0526905059814453,,
1289,10,30,3,,,,,,,,,,,0.5788803100585938,0.0574588775634765,,
1290,10,30,3,,,,,,,,,,,0.5567073822021484,0.0500679016113281,,
1291,10,30,3,,,,,,,,,,,0.5550384521484375,0.057220458984375,,
1292,10,30,3,,,,,,,,,,,0.5590915679931641,0.0543594360351562,,
1293,10,30,3,,,,,,,,,,,0.5939006805419922,0.0569820404052734,,
1294,10,30,3,,,,,,,,,,,0.5381107330322266,0.0462532043457031,,
1295,10,30,3,,,,,,,,,,,0.8027553558349609,0.0500679016113281,,
1296,10,30,3,,,,,,,,,,,0.57220458984375,0.0519752502441406,,
1297,10,30,3,,,,,,,,,,,0.5757808685302734,0.0557899475097656,,
1298,10,30,3,385.59603691101074,385.1585388183594,,,,,,,,,,,,
1299,10,30,3,308.3064556121826,307.9383373260498,,,,,,,,,,,,
1300,10,30,3,325.6204128265381,325.2875804901123,,,,,,,,,,,,
1301,10,30,3,294.89970207214355,294.5377826690674,,,,,,,,,,,,
1302,10,30,3,287.0216369628906,286.65876388549805,,,,,,,,,,,,
1303,10,30,3,290.8163070678711,290.4322147369385,,,,,,,,,,,,
1304,10,30,3,291.66388511657715,291.0480499267578,,,,,,,,,,,,
1305,10,30,3,258.9116096496582,258.55278968811035,,,,,,,,,,,,
1306,10,30,3,284.68942642211914,284.3437194824219,,,,,,,,,,,,
1307,10,30,3,309.60917472839355,309.267520904541,,,,,,,,,,,,
1308,10,30,3,350.4369258880615,350.0838279724121,,,,,,,,,,,,
1309,10,30,3,266.284704208374,265.91944694519043,,,,,,,,,,,,
1310,10,30,3,269.49262619018555,269.0918445587158,,,,,,,,,,,,
1311,10,30,3,280.39026260375977,280.0405025482178,,,,,,,,,,,,
1312,10,30,3,291.02182388305664,290.63868522644043,,,,,,,,,,,,
1313,10,30,3,,,183.68172645568848,183.3467483520508,,,,,,,,,,
1314,10,30,3,,,140.18917083740234,139.82629776000977,,,,,,,,,,
1315,10,30,3,,,172.14131355285645,171.7534065246582,,,,,,,,,,
1316,10,30,3,,,142.7619457244873,142.40670204162598,,,,,,,,,,
1317,10,30,3,,,145.68495750427246,145.33209800720215,,,,,,,,,,
1318,10,30,3,,,141.96085929870603,141.59727096557617,,,,,,,,,,
1319,10,30,3,,,135.61224937438965,135.2529525756836,,,,,,,,,,
1320,10,30,3,,,126.76334381103516,126.4193058013916,,,,,,,,,,
1321,10,30,3,,,158.86926651000977,158.46753120422363,,,,,,,,,,
1322,10,30,3,,,133.56733322143555,133.2263946533203,,,,,,,,,,
1323,10,30,3,,,132.612943649292,132.2469711303711,,,,,,,,,,
1324,10,30,3,,,124.7103214263916,124.36795234680176,,,,,,,,,,
1325,10,30,3,,,129.41765785217285,128.99374961853027,,,,,,,,,,
1326,10,30,3,,,123.30484390258788,122.91932106018066,,,,,,,,,,
1327,10,30,3,,,144.55080032348633,144.17481422424316,,,,,,,,,,
1328,10,30,3,,,,,45.79973220825195,45.48001289367676,,,,,,,,
1329,10,30,3,,,,,74.13339614868164,73.4705924987793,,,,,,,,
1330,10,30,3,,,,,44.04759407043457,43.70617866516113,,,,,,,,
1331,10,30,3,,,,,43.47085952758789,43.11990737915039,,,,,,,,
1332,10,30,3,,,,,47.23215103149414,46.8745231628418,,,,,,,,
1333,10,30,3,,,,,44.88515853881836,44.53492164611816,,,,,,,,
1334,10,30,3,,,,,52.587270736694336,52.18267440795898,,,,,,,,
1335,10,30,3,,,,,37.03904151916504,36.69047355651856,,,,,,,,
1336,10,30,3,,,,,40.73691368103027,40.401458740234375,,,,,,,,
1337,10,30,3,,,,,40.93718528747559,40.58265686035156,,,,,,,,
1338,10,30,3,,,,,48.95830154418945,48.58803749084473,,,,,,,,
1339,10,30,3,,,,,65.63115119934082,65.23013114929199,,,,,,,,
1340,10,30,3,,,,,43.7002182006836,43.287038803100586,,,,,,,,
1341,10,30,3,,,,,45.37034034729004,45.01175880432129,,,,,,,,
1342,10,30,3,,,,,47.58620262145996,47.21641540527344,,,,,,,,
1343,13,39,3,,,,,,,,,,,,,1.066446304321289,0.0073909759521484
1344,13,39,3,,,,,,,,,,,,,0.7779598236083984,0.0078678131103515
1345,13,39,3,,,,,,,,,,,,,0.7984638214111328,0.0088214874267578
1346,13,39,3,,,,,,,,,,,,,1.2812614440917969,0.4632472991943359
1347,13,39,3,,,,,,,,,,,,,0.8127689361572266,0.00762939453125
1348,13,39,3,,,,,,,,,,,,,1.5516281127929688,0.7746219635009766
1349,13,39,3,,,,,,,,,,,,,2.195596694946289,0.8828639984130859
1350,13,39,3,,,,,,,,,,,,,1.5239715576171875,0.6868839263916016
1351,13,39,3,,,,,,,,,,,,,2.2313594818115234,1.1544227600097656
1352,13,39,3,,,,,,,,,,,,,1.9910335540771484,1.1932849884033203
1353,13,39,3,,,,,,,,,,,,,2.404451370239258,1.2736320495605469
1354,13,39,3,,,,,,,,,,,,,2.3365020751953125,0.903606414794922
1355,13,39,3,,,,,,,,,,,,,1.6710758209228516,0.8676052093505859
1356,13,39,3,,,,,,,,,,,,,1.3320446014404297,0.4918575286865234
1357,13,39,3,,,,,,,,,,,,,1.020193099975586,0.2017021179199218
1358,13,39,3,,,,,,,9.445428848266602,8.638858795166016,,,,,,
1359,13,39,3,,,,,,,0.6768703460693359,0.0188350677490234,,,,,,
1360,13,39,3,,,,,,,8.022546768188477,7.323265075683594,,,,,,
1361,13,39,3,,,,,,,7.393360137939453,6.688117980957031,,,,,,
1362,13,39,3,,,,,,,0.6933212280273438,0.0188350677490234,,,,,,
1363,13,39,3,,,,,,,6.752967834472656,6.097316741943359,,,,,,
1364,13,39,3,,,,,,,7.68280029296875,7.040500640869141,,,,,,
1365,13,39,3,,,,,,,7.347345352172852,6.424903869628906,,,,,,
1366,13,39,3,,,,,,,7.420778274536133,6.772994995117188,,,,,,
1367,13,39,3,,,,,,,9.11569595336914,8.463859558105469,,,,,,
1368,13,39,3,,,,,,,9.768962860107422,9.11879539489746,,,,,,
1369,13,39,3,,,,,,,8.106708526611328,7.426738739013672,,,,,,
1370,13,39,3,,,,,,,9.50908660888672,8.856058120727539,,,,,,
1371,13,39,3,,,,,,,6.773948669433594,6.127119064331055,,,,,,
1372,13,39,3,,,,,,,7.189512252807617,6.26373291015625,,,,,,
1373,13,39,3,,,,,,,,,3.881216049194336,3.0448436737060547,,,,
1374,13,39,3,,,,,,,,,0.6966590881347656,0.026702880859375,,,,
1375,13,39,3,,,,,,,,,3.776311874389648,3.0918121337890625,,,,
1376,13,39,3,,,,,,,,,2.660751342773437,1.9865036010742188,,,,
1377,13,39,3,,,,,,,,,0.7045269012451172,0.0219345092773437,,,,
1378,13,39,3,,,,,,,,,2.773523330688477,2.136707305908203,,,,
1379,13,39,3,,,,,,,,,3.777503967285156,3.119945526123047,,,,
1380,13,39,3,,,,,,,,,4.171133041381836,3.508806228637696,,,,
1381,13,39,3,,,,,,,,,2.659320831298828,2.0148754119873047,,,,
1382,13,39,3,,,,,,,,,3.3521652221679688,2.476930618286133,,,,
1383,13,39,3,,,,,,,,,3.709554672241211,3.044605255126953,,,,
1384,13,39,3,,,,,,,,,3.7889480590820312,3.126859664916992,,,,
1385,13,39,3,,,,,,,,,5.217552185058594,4.567384719848633,,,,
1386,13,39,3,,,,,,,,,3.465890884399414,2.828359603881836,,,,
1387,13,39,3,,,,,,,,,3.105640411376953,2.436399459838867,,,,
1388,13,39,3,,,,,,,,,,,1.2118816375732422,0.0684261322021484,,
1389,13,39,3,,,,,,,,,,,0.6663799285888672,0.017404556274414,,
1390,13,39,3,,,,,,,,,,,0.7333755493164062,0.0560283660888671,,
1391,13,39,3,,,,,,,,,,,0.7996559143066406,0.0605583190917968,,
1392,13,39,3,,,,,,,,,,,0.6871223449707031,0.0181198120117187,,
1393,13,39,3,,,,,,,,,,,0.7107257843017578,0.0598430633544921,,
1394,13,39,3,,,,,,,,,,,0.7081031799316406,0.0562667846679687,,
1395,13,39,3,,,,,,,,,,,0.74005126953125,0.0612735748291015,,
1396,13,39,3,,,,,,,,,,,0.6966590881347656,0.0567436218261718,,
1397,13,39,3,,,,,,,,,,,0.7159709930419922,0.0565052032470703,,
1398,13,39,3,,,,,,,,,,,0.7035732269287109,0.0519752502441406,,
1399,13,39,3,,,,,,,,,,,1.138925552368164,0.0565052032470703,,
1400,13,39,3,,,,,,,,,,,0.7169246673583984,0.0574588775634765,,
1401,13,39,3,,,,,,,,,,,0.7207393646240234,0.0565052032470703,,
1402,13,39,3,,,,,,,,,,,0.7052421569824219,0.0476837158203125,,
1403,13,39,3,677.7589321136475,677.2069931030273,,,,,,,,,,,,
1404,13,39,3,228.9226055145264,228.4600734710693,,,,,,,,,,,,
1405,13,39,3,673.8402843475342,673.3808517456055,,,,,,,,,,,,
1406,13,39,3,693.162202835083,692.6922798156738,,,,,,,,,,,,
1407,13,39,3,252.110242843628,251.64484977722168,,,,,,,,,,,,
1408,13,39,3,706.1057090759277,705.5971622467041,,,,,,,,,,,,
1409,13,39,3,747.107744216919,746.6533184051514,,,,,,,,,,,,
1410,13,39,3,720.9334373474121,720.4740047454834,,,,,,,,,,,,
1411,13,39,3,783.1737995147705,782.7160358428955,,,,,,,,,,,,
1412,13,39,3,965.078592300415,964.6213054656982,,,,,,,,,,,,
1413,13,39,3,956.406831741333,955.9459686279296,,,,,,,,,,,,
1414,13,39,3,841.294527053833,840.8234119415283,,,,,,,,,,,,
1415,13,39,3,829.8482894897461,829.3819427490234,,,,,,,,,,,,
1416,13,39,3,788.6497974395752,788.151741027832,,,,,,,,,,,,
1417,13,39,3,593.0068492889404,592.5447940826416,,,,,,,,,,,,
1418,13,39,3,,,438.10176849365234,437.5920295715332,,,,,,,,,,
1419,13,39,3,,,141.59035682678223,141.15118980407715,,,,,,,,,,
1420,13,39,3,,,423.13289642333984,422.6162433624268,,,,,,,,,,
1421,13,39,3,,,282.47714042663574,281.9979190826416,,,,,,,,,,
1422,13,39,3,,,116.16826057434082,115.69881439208984,,,,,,,,,,
1423,13,39,3,,,421.9381809234619,421.4358329772949,,,,,,,,,,
1424,13,39,3,,,435.41836738586426,434.9665641784668,,,,,,,,,,
1425,13,39,3,,,612.2415065765381,611.7680072784424,,,,,,,,,,
1426,13,39,3,,,454.1051387786865,453.65262031555176,,,,,,,,,,
1427,13,39,3,,,482.35464096069336,481.8935394287109,,,,,,,,,,
1428,13,39,3,,,568.9206123352051,568.4669017791748,,,,,,,,,,
1429,13,39,3,,,465.040922164917,464.57791328430176,,,,,,,,,,
1430,13,39,3,,,595.4375267028809,594.9845314025879,,,,,,,,,,
1431,13,39,3,,,537.9905700683594,537.529468536377,,,,,,,,,,
1432,13,39,3,,,283.54358673095703,282.83238410949707,,,,,,,,,,
